"","protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","abundance_A_2","abundance_B_2","abundance_A_3","abundance_B_3","log_ratios_B..vs.A.","differential_abundance_qvalue_B..vs.A."
"537","sp|P00942|TPIS_YEAST",13,14,16,10,11,10,29.1844549773497,28.1848983399377,29.4729505815536,28.4616953847387,29.56805271238,28.7514031844542,-0.942487120717566,0.048379044461387
"538","sp|P32454|APE2_YEAST",17,17,16,15,17,13,26.318012726716,25.0563618653899,26.2731269935878,25.1514724637917,26.1903684680895,25.4780536469193,-1.03187340409747,0.0580237141718164
"539","sp|P20042|IF2B_HUMAN",15,17,15,16,15,18,26.4064688222001,26.4341029825133,26.75606099109,26.5663531389937,26.8144867315142,26.8360850371819,-0.0468251287051338,1
"540","sp|P31942|HNRH3_HUMAN",11,12,13,15,13,14,27.1387580137506,26.9386761426049,27.7622244737999,27.3236420873249,27.7913936420889,27.8169422308992,-0.204371889603466,1
"541","sp|P17812|PYRG1_HUMAN",9,9,10,17,17,14,26.0000643200776,26.6216338323396,26.4462324487531,26.5847926865235,26.5476166136084,26.5714275782063,0.261313571543434,0.730467355188678
"542","sp|Q9UHX1|PUF60_HUMAN",11,12,14,15,13,16,26.2312560507023,26.375148037411,26.5245733977919,26.3809846767115,26.6839056985202,26.7027537532482,0.00638377345210017,1
"543","sp|Q92974|ARHG2_HUMAN",9,14,14,14,11,14,24.9339724398211,25.0549167618051,26.567229408719,26.3511661112666,26.6498333000973,26.6927844724954,-0.0173892676901003,1
"544","sp|Q14444|CAPR1_HUMAN",13,14,14,16,14,14,26.6106446013379,26.4763789828169,26.9166079739795,26.6733859667136,26.9022529178841,26.9902234437297,-0.096505699980432,1
"545","Biognosys|iRT-Kit_WR_fusion",15,13,16,19,17,18,31.1471209051792,31.1299409216718,31.2648517479359,31.0032159282279,31.3345449960376,31.2947591346121,-0.106200554880301,1
"546","sp|P54886|P5CS_HUMAN",12,14,16,15,11,18,25.6885941634104,25.6140781574701,25.9205840156547,25.5390584437198,25.993426834055,25.8264292976329,-0.207679704765768,1
"547","sp|Q9Y3I0|RTCB_HUMAN",12,14,13,10,15,15,26.217657495536,26.3621245564252,26.6192895203702,26.3711816013322,26.7309883202595,26.6550168221136,-0.0598707854315658,1
"548","sp|P0AG67|RS1_ECOLI",7,5,10,13,16,15,24.9711919922847,26.8563334810197,25.7256354432281,27.0014739979846,26.1490749225547,27.3330853140756,1.44833014500413,0.0412348030906181
"549","sp|P41940|MPG1_YEAST",16,16,14,11,9,8,28.7014164605542,27.6563171635941,28.9251032736089,27.7164352743094,28.9327507341103,28.0464051434132,-1.04670429565223,0.048755975173769
"550","sp|Q8IWZ3|ANKH1_HUMAN",8,10,13,11,11,8,24.5688554885878,24.8894170661295,25.5570422375824,25.1713784015264,25.4472720655844,25.1925492804254,-0.1066083478911,1
"551","sp|P11766|ADHX_HUMAN",12,12,12,11,14,16,26.7375819858775,26.8550364959783,27.0852294665684,26.7657050396029,27.0893646460389,27.1285288479169,-0.0543019049955665,1
"552","sp|P16120|THRC_YEAST",13,17,18,8,13,12,28.3222394186853,25.956820840173,27.2323008802928,26.0054225564874,28.6543941298007,26.332427517484,-1.9714211715448,0.0427606463090118
"553","sp|Q96FV9|THOC1_HUMAN",13,13,10,10,9,14,24.8744846275409,27.8848310142207,29.5767198332081,28.3410941959725,29.5302753499102,25.6180741389278,-0.712493487179401,0.491438939880969
"554","sp|Q9HB71|CYBP_HUMAN",12,14,13,12,11,17,27.7557390617554,27.9335781957211,28.0427974038659,27.7670144948183,28.0961579273908,28.1731561828971,-0.00698183985853262,1
"555","sp|Q14240|IF4A2_HUMAN",12,14,15,15,14,12,28.066780651675,27.9851162984806,28.4053595064546,28.1795960049217,28.4070216039044,28.4414329902665,-0.0910054894550676,1
"556","sp|P04792|HSPB1_HUMAN",14,13,14,14,14,14,27.3406272060408,27.6962957108649,27.8494876651721,27.6417554270218,27.8713149502816,27.8988309858821,0.0584841007580993,1
"557","sp|Q9Y5B9|SP16H_HUMAN",13,8,13,15,13,15,25.9015718134951,25.9717134271785,26.2056879671259,25.9812696405832,26.3799518012896,26.2889876991289,-0.0817469383400002,1
"558","sp|P62191|PRS4_HUMAN",14,13,14,14,15,15,26.936682325287,26.9191951341389,27.4332618357306,26.9814002200893,27.3689203011622,27.2922994433036,-0.181989888215999,1
"559","sp|Q01518|CAP1_HUMAN",14,16,17,16,16,20,27.4571123047558,27.404201382835,27.9199078767324,27.5733673946961,27.889070446157,27.8897907986933,-0.132910350473599,1
"560","sp|P35998|PRS7_HUMAN",16,13,13,11,13,13,27.1192010969557,27.1883801241364,27.6119675347547,27.2313729615811,27.4696798207811,27.543624477058,-0.0791569632386656,1
"561","sp|O00425|IF2B3_HUMAN",13,13,16,15,15,17,28.4831891708615,27.7430576848067,28.7663879730889,27.6984061385754,26.8030491333143,26.7641593830728,-0.615667690269933,0.846980117960907
"562","sp|Q8NI27|THOC2_HUMAN",7,12,13,11,13,12,24.7801605650213,24.8977918281502,25.236984662135,24.9031481729572,25.103513211903,25.1869594721879,-0.0442529885880004,1
"563","sp|P05198|IF2A_HUMAN",14,16,18,18,14,16,26.8852408535597,26.808984986012,27.2280167257968,26.9440114708071,27.3456685081739,27.3762324560853,-0.109899058208666,1
"564","sp|Q8IZL8|PELP1_HUMAN",13,12,12,11,10,13,25.4192329292608,25.7785764901238,25.8517247402862,25.0448436640773,25.3666513160612,25.2254004537953,-0.196262792537269,1
"565","sp|O00429|DNM1L_HUMAN",11,13,11,9,14,15,24.7436236498011,24.9397672382948,24.990559925526,24.9857091535021,25.233920963473,25.3685846565955,0.1086521698641,1
"566","sp|Q12363|WTM1_YEAST",14,15,17,10,12,14,27.1610482089705,26.3108333879282,27.6288819115648,26.5138633462237,27.788019994638,26.9275730883004,-0.941893430907,0.135409984427481
"567","sp|P35520|CBS_HUMAN",11,12,14,11,14,14,27.3326997125904,26.7483235952749,27.151188301974,26.7790903101455,27.2465369340117,27.2367820968116,-0.322076315448034,0.877325961235996
"568","sp|O43776|SYNC_HUMAN",11,14,13,15,17,14,26.7883562109767,26.6815550965806,26.6434959993855,26.4085828041399,26.7002006159851,26.6681193290308,-0.124598532198667,0.981396262109266
"569","sp|Q9Y678|COPG1_HUMAN",13,10,10,12,15,18,25.9002216323743,25.8545202097339,26.3420932557855,25.8890326499808,26.3274957668921,26.2600593943263,-0.188732800336967,1
"570","sp|Q9NSD9|SYFB_HUMAN",13,18,14,11,17,17,26.2728114361585,26.3141250221552,26.7178326549217,26.4722856420529,26.7476850098387,26.7562110848004,-0.0652357839701345,1
"571","sp|Q9Y4W2|LAS1L_HUMAN",12,11,12,13,12,12,24.6696162837806,25.0414128436243,25.0114838893721,24.720107706368,25.0531319245008,25.0225721880257,0.0166202134548333,1
"572","sp|P11154|PYC1_YEAST",10,15,19,5,12,8,26.2316060225443,25.2427474488602,26.5845812221336,25.3568152945558,26.6848928395775,25.4138346242501,-1.16256090552977,0.0536517509848611
"573","sp|Cont_Q3T052|ITIH4_BOVIN",12,12,14,12,10,13,25.9570458765411,25.9850738120411,26.3951652635346,26.4956298711656,26.3702908382526,26.3959778074982,0.0513931707922003,1
"574","sp|P02557|TBB_YEAST",13,13,12,9,8,7,27.1906430583073,27.2164773761012,27.6531091141716,27.1761460549708,27.6783823218975,27.4338551205544,-0.23188531425,0.981976820740748
"575","sp|P30154|2AAB_HUMAN",10,13,12,10,14,18,25.9811620495212,25.8653986603568,26.4615556348085,25.8813565353969,26.2108755280381,26.2813080611058,-0.208509985169433,1
"576","sp|P33442|RS3A1_YEAST",15,18,15,15,13,12,28.5786032633137,27.5826624066799,28.9900946128413,27.7274377320858,28.9429310962289,28.0013279546205,-1.06673362633257,0.0615908318152139
"577","sp|Q08379|GOGA2_HUMAN",8,9,10,13,14,10,24.5742599764167,24.5217534198911,24.7261603557596,24.4833074030685,24.74830598574,24.8027707460555,-0.0802982496337326,1
"578","sp|Q13177|PAK2_HUMAN",14,15,14,16,17,12,26.2381516315549,26.1798652136083,26.7822413961052,26.2861258109228,26.7909322969088,26.5439522101357,-0.267127363300699,0.929904461601316
"579","sp|O60814|H2B1K_HUMAN; sp|P57053|H2BFS_HUMAN; sp|P58876|H2B1D_HUMAN; sp|P62807|H2B1C_HUMAN; sp|Q5QNW6|H2B2F_HUMAN; sp|Q93079|H2B1H_HUMAN; sp|Q99877|H2B1N_HUMAN; sp|Q99879|H2B1M_HUMAN; sp|Q99880|H2B1L_HUMAN",17,14,16,16,15,17,31.7143872375129,31.9817741225679,32.1832446454997,32.0713941100427,32.1098763944019,32.2709832044648,0.105547719886965,1
"580","sp|P26196|DDX6_HUMAN",9,11,13,14,15,14,25.5568963444797,25.7477682795455,25.8832796294806,25.7628351700449,26.0617634110834,26.0509718946603,0.0198786530690001,1
"581","sp|Q14203|DCTN1_HUMAN",12,14,14,13,12,11,25.3887683182593,25.5730239647225,25.8264873904864,25.3032107852416,25.2508963169259,25.5475441320982,-0.0141243812031,1
"582","sp|P28482|MK01_HUMAN",12,12,13,10,10,13,26.425359602094,26.8974043745916,26.9773730422754,26.624389196338,27.3932642286758,27.4503132992979,0.0587033323940993,1
"583","sp|P49748|ACADV_HUMAN",9,11,17,14,10,12,25.5509322762385,25.6778854208714,25.6583812622078,25.4992877724048,25.9549458268667,25.8428457841894,-0.0480801292824668,1
"584","sp|P22087|FBRL_HUMAN",10,15,12,13,15,13,26.8295779690809,26.9038055537949,27.4287034062473,27.080173597758,27.2246695899098,27.663887160474,0.0549717822629662,1
"585","sp|P12004|PCNA_HUMAN",13,13,14,11,17,13,27.1613704195722,27.2449668104266,27.5863595843767,27.6041373815979,27.7931351273566,27.6875911861122,-0.00138991772293314,1
"586","sp|Q9UG63|ABCF2_HUMAN",15,12,13,13,13,15,25.9212336828741,25.9531409496047,26.3005725067805,26.0846192920483,26.1375814141533,26.3338530695662,0.00407523580376553,1
"587","sp|P55036|PSMD4_HUMAN",11,11,8,11,10,10,25.7418408635954,25.8836113306423,26.2636888520069,25.9979878623177,26.0815544655768,26.321543628042,0.0386862132742998,1
"588","sp|Q9UNX4|WDR3_HUMAN",13,11,10,16,13,13,24.9067589655483,25.0496076238253,25.123671655689,24.8673285173326,25.2620647284848,24.9813999587679,-0.131386416598768,1
"589","sp|P51659|DHB4_HUMAN",12,10,12,8,13,13,26.8565171904257,26.3301667105701,27.0948376758419,26.337114032638,26.3575879779065,26.2264041075717,-0.471752664464767,0.869524332938967
"590","sp|Q9UHB9|SRP68_HUMAN",12,13,11,10,11,11,25.4385008860863,25.5244302818536,26.0366195218387,25.7076679239168,26.1782967807726,26.1544139257964,-0.0889683523769319,1
"591","sp|P52910|ACS2_YEAST",11,18,14,10,13,10,26.5958535375493,25.8550804226572,27.0811606009362,26.2416608508724,27.0903922300749,26.4896735542275,-0.726997180267767,0.340890756236693
"592","sp|Q9BXP5|SRRT_HUMAN",13,16,14,16,13,13,26.3653077562283,26.2766583181455,26.6781642568402,26.5508979974465,26.752619115833,26.7960445613026,-0.0574967506689662,1
"593","sp|P55265|DSRAD_HUMAN",11,9,14,15,11,9,25.1270939735778,25.3392773951156,25.660769894964,25.214669075208,25.5884466715557,25.5493103024334,-0.0910179224468332,1
"594","sp|P50570|DYN2_HUMAN",10,8,11,12,11,15,25.6542532766733,25.713417771805,25.8946322066642,25.7094762724769,26.0709640613122,26.1729188244173,-0.00801222531683266,1
"595","sp|P46655|SYEC_YEAST",14,16,14,13,12,13,27.3049951745896,26.1348362979802,27.5703883592744,26.3028838956104,27.6958817057913,26.664191723034,-1.1564511076769,0.0558922898662748
"596","sp|Q01105|SET_HUMAN",11,12,11,12,11,10,28.5115101802612,28.4319155664084,28.9023300280893,28.6936532742449,28.8863203499694,28.9925550424226,-0.0606788917479986,1
"597","sp|P10768|ESTD_HUMAN",11,15,10,12,14,13,26.4904866166812,26.2098398936586,26.6480465849999,26.4818249243206,26.8215853078964,26.9338664843639,-0.111529069078133,1
"598","sp|P49089|ASNS1_YEAST",10,12,15,9,9,12,26.46700620307,25.5193622242482,26.7530540982297,25.5737116673587,26.9889139065391,25.8961543423334,-1.07324865796617,0.0631427919732337
"599","sp|Q7Z2W4|ZCCHV_HUMAN",10,8,11,11,12,14,26.1470463548971,26.0489190193667,26.154945551619,26.2523898369175,26.9250832567425,26.3052302819386,-0.2068453416786,1
"600","sp|P62826|RAN_HUMAN",10,14,15,12,13,16,29.3861007483916,29.2288913341387,29.8858533933172,29.507095956892,29.9002561878592,29.7661987905139,-0.223341416007797,1
"601","sp|P26368|U2AF2_HUMAN",10,14,12,13,12,15,26.7470855924468,26.7610964798642,26.7470715542235,26.6594615852,26.8339235191041,26.9527200995866,0.0150658329587993,1
"602","sp|Q58FF8|H90B2_HUMAN",15,16,17,14,14,14,30.7288204542833,30.8420665823539,31.2034208949419,30.9980931726451,31.2226772947548,31.2447013523514,-0.0233525122098672,1
"603","sp|Q29RF7|PDS5A_HUMAN",5,7,10,9,11,12,24.7152502539874,24.4211501664151,24.7394135122683,24.5731454634322,24.6928224562797,24.9944270732296,-0.0529211731528332,1
"604","sp|P21264|PUR6_YEAST",12,13,19,8,8,4,26.7659249323455,25.8179415635009,26.299659404954,25.9025382418597,26.3855006580405,25.4514246925778,-0.7597268324672,0.219493178580095
"605","sp|Q02878|RL6_HUMAN",13,16,15,15,17,11,28.5832361382768,28.475369786763,29.0192915814078,28.7075301763794,28.7870891152035,29.0096591589656,-0.0656859042600324,1
"606","sp|P54113|PUR91_YEAST",17,18,18,11,12,16,26.7172284437028,26.4706252402129,26.8438253276976,26.0148449211145,27.0287488527582,26.3354454221683,-0.589629013554301,0.355532528211483
"607","sp|P53978|EF3B_YEAST",14,16,17,9,11,12,27.741170078435,26.7583777604651,28.0306501312388,26.6497277381243,28.0839350318856,27.0288395510266,-1.13960339731447,0.053754450349871
"608","sp|P23254|TKT1_YEAST",14,15,15,10,13,13,27.8884025988583,27.7530115447356,28.2377397991348,27.5266697276489,28.3587347602979,26.6242960372434,-0.860299949554366,0.190998570182898
"609","sp|P39954|SAHH_YEAST",13,18,17,10,10,14,28.3210614548382,27.3455411470619,28.7725543015551,27.8293532433375,28.7282083702188,27.978308875376,-0.889540286945566,0.106096438575149
"610","sp|P0AC33|FUMA_ECOLI",2,2,1,13,13,14,24.4256739733408,25.8783975705555,24.7242204103056,25.5128260442942,24.7061776987405,25.7360340762388,1.09039520290053,0.0547465272044377
"611","sp|P35606|COPB2_HUMAN",12,13,11,15,13,12,25.5598335744555,25.4466956307098,25.8781105194777,25.5834722468843,25.890219088914,25.9050989377799,-0.130965455824401,1
"612","sp|P15880|RS2_HUMAN",13,13,14,14,16,19,28.1036108544715,27.9459927814825,28.5510251301078,28.3084601355645,28.5474827082277,28.5333783341092,-0.138095813883601,1
"613","sp|Q02725|VTC3_YEAST",15,14,13,11,7,11,26.0864973111266,25.8486060360399,27.0152210628549,25.6634356253165,25.9949890202493,25.8594004700107,-0.575088420954566,0.806832785353072
"614","sp|P07384|CAN1_HUMAN",13,14,11,15,14,17,26.0682754399199,26.2299072280159,26.6155455640496,26.0061080860442,26.4749839020903,26.264124134867,-0.219555152377567,0.99008702740046
"615","sp|Q9BXL5|HEMGN_HUMAN",12,13,10,11,14,13,26.4374578480817,26.4314562859865,26.9121028371868,26.550024317741,26.6373678089724,26.7565523524035,-0.0829651793699675,1
"616","sp|P41091|IF2G_HUMAN",15,15,14,15,14,12,26.7816243549158,26.693286054482,27.2851205278795,27.0105673737514,27.2602877236642,27.3613216332501,-0.087285848325332,1
"617","sp|Q5SRE5|NU188_HUMAN",15,14,13,14,13,11,24.6318933111867,24.7466320990196,24.9417639624215,24.6651109903996,25.1307154026677,25.0657351194424,-0.0756314891381002,1
"618","sp|P38219|OLA1_YEAST",11,13,12,8,7,9,27.0478464822109,26.2759193074877,27.4826733141082,26.5172815571301,27.3899735419684,26.7880289587679,-0.779754504967266,0.199190273285744
"619","sp|Q03701|CEBPZ_HUMAN",12,14,8,9,14,15,26.3221194644884,25.8402796587743,26.6913726178422,25.2869207934735,26.5631966214108,26.1149872747291,-0.778166992254834,0.294852103004402
"620","sp|Q13356|PPIL2_HUMAN",6,12,14,11,12,11,25.0674870451489,24.9732216764124,25.333827006702,25.2574335960967,25.6491954258834,25.2241761541384,-0.198559350362266,1
"621","sp|P38788|SSZ1_YEAST",14,10,11,10,10,11,27.1938609986916,26.132331061861,27.5626826326402,26.3823552850311,27.7311682935087,26.7588743299291,-1.07138374933977,0.0748262487394039
"622","sp|O75821|EIF3G_HUMAN",11,12,14,13,12,15,26.2428350913075,26.2142687180014,26.9344099525435,26.5699399533987,26.9445697183527,26.9298051498803,-0.135933646974435,1
"623","sp|P52907|CAZA1_HUMAN",11,9,12,13,12,11,26.3349016069075,26.6799877231092,26.7016328371608,26.4621747277953,26.7143874471473,26.7742866870869,0.0551757489252663,1
"624","sp|P00958|SYMC_YEAST",13,15,13,10,8,10,26.1104197462418,25.8571530584794,26.7844151902223,25.9898931183522,26.6152259524499,26.0955692592667,-0.522481817605233,0.851516910584068
"625","sp|P23248|RS3A2_YEAST",15,16,15,15,13,11,28.6011423663999,27.5895164004648,28.97730778988,27.751609434957,28.9582715311392,27.911177823366,-1.09480600954377,0.048755975173769
"626","sp|P12829|MYL4_HUMAN",9,12,9,13,12,12,27.2426705574864,26.6638375517157,27.7502884720738,27.4712647695572,27.7438705542495,27.7505487543077,-0.283726169409699,1
"627","sp|O95347|SMC2_HUMAN",9,11,11,11,12,13,25.5461315454974,25.6479186112221,25.9805446614862,25.6002239518508,26.5950519859009,26.6999004914599,-0.0578950461172324,1
"628","sp|P54819|KAD2_HUMAN",13,12,11,15,14,13,27.6581890328814,27.517299821648,28.0251666039037,27.7337718178741,27.8071133399144,28.0415617363306,-0.0659452002822671,1
"629","sp|P62495|ERF1_HUMAN",13,14,13,14,15,14,26.9055699901271,26.9923023672071,27.1707618937668,27.0458659567379,27.3595084273014,27.2831234050365,-0.0381828607379345,1
"630","sp|P21796|VDAC1_HUMAN",13,12,14,13,11,13,27.1443095584411,27.2803264622385,27.4055359688477,27.1688428630424,27.5051811014275,27.5330199018855,-0.0242791338499681,1
"631","sp|Q9NVP1|DDX18_HUMAN",11,14,14,12,13,13,25.5807214871445,25.8849426816035,25.8970858037319,25.9956997927465,26.2892530143053,26.3299252336598,0.1478358009427,1
"632","sp|P50095|IMDH3_YEAST",10,12,11,3,5,4,27.1006196741463,26.1537330783675,27.1579362136998,26.0181830262198,27.3099515927789,26.2508763716793,-1.04857166811947,0.0545316383799353
"633","sp|O75179|ANR17_HUMAN",8,4,11,13,12,6,24.5449838825836,24.7545596022735,25.3313602303965,25.1256237783882,25.1442838822297,25.0955143711834,-0.0149767477882345,1
"634","sp|Q14690|RRP5_HUMAN",11,9,13,10,11,11,24.7880358312298,24.6160199674587,24.8495790052884,24.8705625478051,25.2388472796166,25.0180070729908,-0.123957509293399,1
"635","sp|P07251|ATPA_YEAST",13,16,20,9,13,13,27.9387248626252,27.365554996843,28.3059000373292,27.5272695008281,28.3112998639453,27.9336108809329,-0.576496461765234,0.550482069307327
"636","sp|Q07551|KAR_YEAST",13,13,13,6,9,10,26.3085269336334,25.9177821558835,26.8391115964424,25.6879616729442,26.7856123055338,26.0172889409524,-0.770072688609832,0.204849646275012
"637","sp|Q13423|NNTM_HUMAN",10,11,12,16,12,15,24.7231117842239,24.8981800081975,25.1435954337911,24.8065982948478,25.9410216285034,25.640950969887,-0.153999857862033,1
"638","sp|Q13066|GAG2B_HUMAN",11,8,11,9,10,11,25.6608038358024,25.779511974946,26.0705112830051,25.3292740706966,25.5745902938346,25.8526652288634,-0.114818046045367,1
"639","sp|P43686|PRS6B_HUMAN",8,8,15,12,10,15,25.9738274946028,25.9651750788098,26.4978173695986,26.1865868631508,26.5445205525747,26.5033658617473,-0.120345871022733,1
"640","sp|O76094|SRP72_HUMAN",13,9,12,9,12,13,25.6297212467056,25.9322649524259,25.7822890960321,25.631304746629,25.9944502942364,26.0469611091579,0.0680233904128992,1
"641","sp|O94776|MTA2_HUMAN",8,9,13,11,10,14,25.9936318087502,25.9605134628209,26.423513354025,25.9801021755253,26.4735919298656,26.553225578248,-0.132298625348868,1
"642","sp|P38708|YHI0_YEAST",13,10,15,7,6,9,25.9077475942743,25.3800786715661,26.1352154667732,25.2221426317663,26.3650349680967,25.7874644086951,-0.672770772372234,0.379850500270582
"643","sp|P51665|PSMD7_HUMAN",10,9,11,8,10,9,26.087769544763,26.1357859898563,26.6887250882339,26.1719894556897,26.5563018646122,26.5938212463855,-0.143733268559201,1
"644","sp|P00390|GSHR_HUMAN",10,11,13,14,12,14,26.0255066090852,25.9599172339972,26.4039569083779,25.9722402840536,26.4179033645326,26.2788416117687,-0.212122584058732,0.998190484944782
"645","sp|P39730|IF2P_YEAST",12,14,12,5,5,9,25.8966209334308,24.763380462245,26.0356339434154,24.7540093335814,26.1716894576881,25.3564214763654,-1.07671102078083,0.0662918290212675
"646","sp|P28241|IDH2_YEAST",11,11,14,7,7,9,26.7916331017778,26.0180874095114,27.3299672384965,25.9181230387658,27.3870257331965,26.3323063584392,-1.08003642225147,0.0692155099637667
"647","sp|P38606|VATA_HUMAN",11,11,11,12,14,17,25.3419300278444,25.6525496026229,25.7551330979622,25.4462593350409,25.7517037139998,25.8961185795223,0.0487202257932348,1
