"accession"	"species"	"Accession_without_shared_peptide"	"pep_count"
"sp|P0DPK2|H3Y1_HUMAN"	"HUMAN"	FALSE	78
"sp|P0DPK3|NT2NB_HUMAN"	"HUMAN"	FALSE	62
"sp|P0DPK4|NT2NC_HUMAN"	"HUMAN"	FALSE	58
"sp|P0DPK5|H3Y2_HUMAN"	"HUMAN"	FALSE	80
"sp|P0DPM5|YABR_ECOLI"	"ECOLI"	FALSE	8
"sp|P0DPM6|YACM_ECOLI"	"ECOLI"	FALSE	9
"sp|P0DPM7|YADW_ECOLI"	"ECOLI"	TRUE	2
"sp|P0DPM8|YKGS_ECOLI"	"ECOLI"	FALSE	13
"sp|P0DPM9|YKGV_ECOLI"	"ECOLI"	FALSE	38
"sp|P0DPN0|YAHV_ECOLI"	"ECOLI"	TRUE	1
"sp|P0DPN1|YKIC_ECOLI"	"ECOLI"	TRUE	5
"sp|P0DPN2|YKID_ECOLI"	"ECOLI"	FALSE	15
"sp|P0DPN3|YLCJ_ECOLI"	"ECOLI"	FALSE	15
"sp|P0DPN4|YLDA_ECOLI"	"ECOLI"	TRUE	1
"sp|P0DPN5|YBGU_ECOLI"	"ECOLI"	TRUE	10
"sp|P0DPN6|YLIM_ECOLI"	"ECOLI"	TRUE	11
"sp|P0DPN7|YMDG_ECOLI"	"ECOLI"	TRUE	2
"sp|P0DPN8|YMGK_ECOLI"	"ECOLI"	TRUE	4
"sp|P0DPN9|YMGL_ECOLI"	"ECOLI"	TRUE	4
"sp|P0DPO0|YMGM_ECOLI"	"ECOLI"	TRUE	18
"sp|P0DPO1|YMIC_ECOLI"	"ECOLI"	TRUE	3
"sp|P0DPO2|YMJE_ECOLI"	"ECOLI"	TRUE	15
"sp|P0DPO3|YNAL_ECOLI"	"ECOLI"	FALSE	13
"sp|P0DPO4|YNAM_ECOLI"	"ECOLI"	FALSE	5
"sp|P0DPO5|YNCO_ECOLI"	"ECOLI"	TRUE	3
"sp|P0DPO6|YDDY_ECOLI"	"ECOLI"	TRUE	2
"sp|P0DPO7|YNEP_ECOLI"	"ECOLI"	FALSE	16
"sp|P0DPO8|YNFT_ECOLI"	"ECOLI"	FALSE	5
"sp|P0DPO9|YNFR_ECOLI"	"ECOLI"	TRUE	2
"sp|P0DPP0|YNFS_ECOLI"	"ECOLI"	TRUE	3
"sp|P0DPP1|YNFP_ECOLI"	"ECOLI"	TRUE	13
"sp|P0DPP2|YOAL_ECOLI"	"ECOLI"	TRUE	14
"sp|P0DPP3|YECU_ECOLI"	"ECOLI"	TRUE	19
"sp|P0DPP4|YQFH_ECOLI"	"ECOLI"	TRUE	8
"sp|P0DPP5|YQFI_ECOLI"	"ECOLI"	FALSE	20
"sp|P0DPP6|YQHI_ECOLI"	"ECOLI"	TRUE	22
"sp|P0DPP7|YQID_ECOLI"	"ECOLI"	TRUE	27
"sp|P0DPP8|YSDD_ECOLI"	"ECOLI"	TRUE	14
"sp|P0DPP9|ETDB_HUMAN"	"HUMAN"	FALSE	37
"sp|P0DPQ3|PR20G_HUMAN"	"HUMAN"	FALSE	55
"sp|P0DPQ6|DT3UO_HUMAN"	"HUMAN"	TRUE	20
"sp|P0DQD5|NPY42_HUMAN"	"HUMAN"	FALSE	85
"sp|P0DQD7|GNDA_ECOLI"	"ECOLI"	TRUE	15
"sp|P0DSE1|TRAR1_HUMAN"	"HUMAN"	FALSE	77
"sp|P0DSE2|TRBR1_HUMAN"	"HUMAN"	FALSE	100
"sp|P0DSE3|YADX_ECOLI"	"ECOLI"	FALSE	4
"sp|P0DSE4|ARGL_ECOLI"	"ECOLI"	FALSE	15
"sp|P0DSE5|YTIB_ECOLI"	"ECOLI"	TRUE	3
"sp|P0DSE6|YBGV_ECOLI"	"ECOLI"	TRUE	2
"sp|P0DSE7|YBIE_ECOLI"	"ECOLI"	FALSE	8
"sp|P0DSE8|YLJB_ECOLI"	"ECOLI"	TRUE	5
"sp|P0DSE9|YCHT_ECOLI"	"ECOLI"	TRUE	5
"sp|P0DSF0|YMID_ECOLI"	"ECOLI"	TRUE	18
"sp|P0DSF1|YNAN_ECOLI"	"ECOLI"	FALSE	9
"sp|P0DSF2|YNCP_ECOLI"	"ECOLI"	FALSE	5
"sp|P0DSF3|MGTT_ECOLI"	"ECOLI"	TRUE	9
"sp|P0DSF4|YNFU_ECOLI"	"ECOLI"	FALSE	28
"sp|P0DSF5|YDGV_ECOLI"	"ECOLI"	FALSE	9
"sp|P0DSF6|YECV_ECOLI"	"ECOLI"	TRUE	6
"sp|P0DSF7|YOAM_ECOLI"	"ECOLI"	TRUE	1
"sp|P0DSF8|YODE_ECOLI"	"ECOLI"	FALSE	13
"sp|P0DSF9|EVGL_ECOLI"	"ECOLI"	TRUE	1
"sp|P0DSG0|PSSL_ECOLI"	"ECOLI"	TRUE	4
"sp|P0DSG1|YFIS_ECOLI"	"ECOLI"	TRUE	2
"sp|P0DSG2|YQGG_ECOLI"	"ECOLI"	TRUE	13
"sp|P0DSG3|YQGH_ECOLI"	"ECOLI"	TRUE	7
"sp|P0DSG4|YQHJ_ECOLI"	"ECOLI"	TRUE	8
"sp|P0DSG5|YQIM_ECOLI"	"ECOLI"	TRUE	5
"sp|P0DSG6|YHGO_ECOLI"	"ECOLI"	TRUE	4
"sp|P0DSG7|YHGP_ECOLI"	"ECOLI"	TRUE	1
"sp|P0DSG8|YHIY_ECOLI"	"ECOLI"	TRUE	11
"sp|P0DSG9|YRIA_ECOLI"	"ECOLI"	FALSE	5
"sp|P0DSH0|YRIB_ECOLI"	"ECOLI"	FALSE	5
"sp|P0DSH1|YSAE_ECOLI"	"ECOLI"	FALSE	12
"sp|P0DSH2|BAXL_ECOLI"	"ECOLI"	TRUE	2
"sp|P0DSH3|YIBX_ECOLI"	"ECOLI"	TRUE	21
"sp|P0DSH4|YIBY_ECOLI"	"ECOLI"	FALSE	9
"sp|P0DSH5|YICU_ECOLI"	"ECOLI"	FALSE	9
"sp|P0DSH6|YSDE_ECOLI"	"ECOLI"	FALSE	11
"sp|P0DSH7|YSGD_ECOLI"	"ECOLI"	TRUE	5
"sp|P0DSH8|YTGA_ECOLI"	"ECOLI"	TRUE	1
"sp|P0DSH9|YKIE_ECOLI"	"ECOLI"	TRUE	3
"sp|P0DSI0|YTHB_ECOLI"	"ECOLI"	FALSE	15
"sp|P0DSN6|T2R33_HUMAN"	"HUMAN"	FALSE	90
"sp|P0DSN7|KVD37_HUMAN"	"HUMAN"	FALSE	32
"sp|P0DSO1|F246C_HUMAN"	"HUMAN"	FALSE	150
"sp|P0DSO2|SCGR9_HUMAN"	"HUMAN"	FALSE	27
"sp|P0DSO3|GAGE4_HUMAN"	"HUMAN"	FALSE	26
"sp|P0DTA3|SPD11_HUMAN"	"HUMAN"	FALSE	112
"sp|P0DTE0|T2R36_HUMAN"	"HUMAN"	FALSE	87
"sp|P0DTE1|HV383_HUMAN"	"HUMAN"	FALSE	41
"sp|P0DTE2|HV511_HUMAN"	"HUMAN"	FALSE	32
"sp|P0DTE4|UD2A1_HUMAN"	"HUMAN"	FALSE	170
"sp|P0DTE5|UD2A2_HUMAN"	"HUMAN"	FALSE	162
"sp|P0DTE7|AMY1B_HUMAN"	"HUMAN"	FALSE	184
"sp|P0DTE8|AMY1C_HUMAN"	"HUMAN"	FALSE	184
"sp|P0DTF9|PTIP2_HUMAN"	"HUMAN"	TRUE	58
"sp|P0DTT0|BIPA_ECOLI"	"ECOLI"	FALSE	218
"sp|P0DTU3|TRAR2_HUMAN"	"HUMAN"	FALSE	85
"sp|P0DTU4|TRBR2_HUMAN"	"HUMAN"	FALSE	90
"sp|P0DTV7|SPEFL_ECOLI"	"ECOLI"	TRUE	16
"sp|P0DTW1|GAGE1_HUMAN"	"HUMAN"	FALSE	23
"sp|P0DTW3|HV384_HUMAN"	"HUMAN"	FALSE	27
"sp|P0DUB6|AMY1A_HUMAN"	"HUMAN"	FALSE	184
"sp|P0DUD1|SPD8_HUMAN"	"HUMAN"	FALSE	112
"sp|P0DUD2|SPD17_HUMAN"	"HUMAN"	FALSE	112
"sp|P0DUD3|SPD14_HUMAN"	"HUMAN"	FALSE	112
"sp|P0DUD4|SPD15_HUMAN"	"HUMAN"	FALSE	112
"sp|P0DUH7|HRURF_HUMAN"	"HUMAN"	TRUE	9
"sp|P0DUM3|TIMP_ECOLI"	"ECOLI"	TRUE	7
"sp|P0DUQ1|PRA15_HUMAN"	"HUMAN"	FALSE	192
"sp|P0DUQ2|PRAM9_HUMAN"	"HUMAN"	FALSE	192
"sp|P0DUW0|YKFO_ECOLI"	"ECOLI"	TRUE	1
"sp|P0DUW1|YMGN_ECOLI"	"ECOLI"	TRUE	5
"sp|P0DUW2|YNHH_ECOLI"	"ECOLI"	FALSE	34
"sp|P0DUW3|YOEJ_ECOLI"	"ECOLI"	TRUE	5
"sp|P0DUW4|YPED_ECOLI"	"ECOLI"	TRUE	5
"sp|P0DUX0|SPD10_HUMAN"	"HUMAN"	FALSE	112
"sp|P0DUX1|SPD12_HUMAN"	"HUMAN"	FALSE	113
"sp|P0DV19|YRFJ_ECOLI"	"ECOLI"	FALSE	8
"sp|P0DV20|YTCB_ECOLI"	"ECOLI"	TRUE	3
"sp|P0DV21|YTGB_ECOLI"	"ECOLI"	FALSE	8
"sp|P0DV22|YTIE_ECOLI"	"ECOLI"	TRUE	2
"sp|P0DV23|YTJE_ECOLI"	"ECOLI"	FALSE	10
"sp|P0DV60|LCE7A_HUMAN"	"HUMAN"	TRUE	28
"sp|P0DV73|F90AG_HUMAN"	"HUMAN"	FALSE	185
"sp|P0DV74|F90AH_HUMAN"	"HUMAN"	FALSE	185
"sp|P0DV75|F90AI_HUMAN"	"HUMAN"	FALSE	184
"sp|P0DV76|F90AJ_HUMAN"	"HUMAN"	FALSE	184
"sp|P0DV77|TPRX2_HUMAN"	"HUMAN"	FALSE	99
"sp|P0DV79|SPD18_HUMAN"	"HUMAN"	FALSE	175
"sp|P10070|GLI2_HUMAN"	"HUMAN"	FALSE	400
"sp|P10071|GLI3_HUMAN"	"HUMAN"	FALSE	442
"sp|P10072|ZN875_HUMAN"	"HUMAN"	FALSE	290
"sp|P10073|ZSC22_HUMAN"	"HUMAN"	FALSE	186
"sp|P10074|TZAP_HUMAN"	"HUMAN"	FALSE	273
"sp|P10075|GLI4_HUMAN"	"HUMAN"	FALSE	132
"sp|P10080|SSBP1_YEAST"	"YEAST"	FALSE	142
"sp|P10081|IF4A_YEAST"	"YEAST"	FALSE	152
"sp|P10082|PYY_HUMAN"	"HUMAN"	FALSE	36
"sp|P10092|CALCB_HUMAN"	"HUMAN"	FALSE	50
"sp|P10100|RLPA_ECOLI"	"ECOLI"	FALSE	87
"sp|P10109|ADX_HUMAN"	"HUMAN"	FALSE	72
"sp|P10114|RAP2A_HUMAN"	"HUMAN"	FALSE	64
"sp|P10121|FTSY_ECOLI"	"ECOLI"	FALSE	164
"sp|P10124|SRGN_HUMAN"	"HUMAN"	FALSE	52
"sp|P10127|ADH4_YEAST"	"YEAST"	FALSE	113
"sp|P10144|GRAB_HUMAN"	"HUMAN"	FALSE	100
"sp|P10145|IL8_HUMAN"	"HUMAN"	FALSE	48
"sp|P10147|CCL3_HUMAN"	"HUMAN"	FALSE	15
"sp|P10151|LEUO_ECOLI"	"ECOLI"	FALSE	85
"sp|P10153|RNAS2_HUMAN"	"HUMAN"	TRUE	35
"sp|P10155|RO60_HUMAN"	"HUMAN"	FALSE	231
"sp|P10163|PRB4_HUMAN"	"HUMAN"	FALSE	12
"sp|P10174|COX7_YEAST"	"YEAST"	FALSE	21
"sp|P10176|COX8A_HUMAN"	"HUMAN"	FALSE	23
"sp|P10242|MYB_HUMAN"	"HUMAN"	FALSE	248
"sp|P10243|MYBA_HUMAN"	"HUMAN"	FALSE	330
"sp|P10244|MYBB_HUMAN"	"HUMAN"	FALSE	292
"sp|P10253|LYAG_HUMAN"	"HUMAN"	FALSE	228
"sp|P10265|VPK10_HUMAN"	"HUMAN"	FALSE	46
"sp|P10266|POK10_HUMAN"	"HUMAN"	FALSE	377
"sp|P10275|ANDR_HUMAN"	"HUMAN"	FALSE	273
"sp|P10276|RARA_HUMAN"	"HUMAN"	FALSE	157
"sp|P10301|RRAS_HUMAN"	"HUMAN"	FALSE	82
"sp|P10321|HLAC_HUMAN"	"HUMAN"	FALSE	134
"sp|P10323|ACRO_HUMAN"	"HUMAN"	FALSE	121
"sp|P10346|GLNQ_ECOLI"	"ECOLI"	FALSE	96
"sp|P10355|PT122_YEAST"	"YEAST"	FALSE	112
"sp|P10356|YEY2_YEAST"	"YEAST"	FALSE	148
"sp|P10363|PRI1_YEAST"	"YEAST"	FALSE	200
"sp|P10371|HIS4_ECOLI"	"ECOLI"	FALSE	86
"sp|P10378|ENTE_ECOLI"	"ECOLI"	FALSE	167
"sp|P10384|FADL_ECOLI"	"ECOLI"	FALSE	102
"sp|P10398|ARAF_HUMAN"	"HUMAN"	FALSE	239
"sp|P10408|SECA_ECOLI"	"ECOLI"	FALSE	397
"sp|P10412|H14_HUMAN"	"HUMAN"	FALSE	162
"sp|P10415|BCL2_HUMAN"	"HUMAN"	FALSE	70
"sp|P10423|IAP_ECOLI"	"ECOLI"	FALSE	144
"sp|P10441|LPXB_ECOLI"	"ECOLI"	FALSE	148
"sp|P10442|RNH2_ECOLI"	"ECOLI"	FALSE	75
"sp|P10443|DPO3A_ECOLI"	"ECOLI"	FALSE	454
"sp|P10451|OSTP_HUMAN"	"HUMAN"	FALSE	90
"sp|P10507|MPPB_YEAST"	"YEAST"	FALSE	176
"sp|P10515|ODP2_HUMAN"	"HUMAN"	FALSE	219
"sp|P10523|ARRS_HUMAN"	"HUMAN"	FALSE	164
"sp|P10566|MRS3_YEAST"	"YEAST"	FALSE	79
"sp|P10586|PTPRF_HUMAN"	"HUMAN"	FALSE	654
"sp|P10588|NR2F6_HUMAN"	"HUMAN"	FALSE	134
"sp|P10589|COT1_HUMAN"	"HUMAN"	FALSE	138
"sp|P10591|HSP71_YEAST"	"YEAST"	FALSE	259
"sp|P10592|HSP72_YEAST"	"YEAST"	FALSE	256
"sp|P10599|THIO_HUMAN"	"HUMAN"	FALSE	37
"sp|P10600|TGFB3_HUMAN"	"HUMAN"	FALSE	174
"sp|P10606|COX5B_HUMAN"	"HUMAN"	FALSE	56
"sp|P10614|CP51_YEAST"	"YEAST"	FALSE	201
"sp|P10619|PPGB_HUMAN"	"HUMAN"	FALSE	137
"sp|P10620|MGST1_HUMAN"	"HUMAN"	FALSE	56
"sp|P10622|RLA3_YEAST"	"YEAST"	FALSE	17
"sp|P10632|CP2C8_HUMAN"	"HUMAN"	FALSE	205
"sp|P10635|CP2D6_HUMAN"	"HUMAN"	FALSE	149
"sp|P10636|TAU_HUMAN"	"HUMAN"	FALSE	311
"sp|P10643|CO7_HUMAN"	"HUMAN"	FALSE	289
"sp|P10644|KAP0_HUMAN"	"HUMAN"	FALSE	159
"sp|P10645|CMGA_HUMAN"	"HUMAN"	FALSE	188
"sp|P10646|TFPI1_HUMAN"	"HUMAN"	FALSE	130
"sp|P10659|METK1_YEAST"	"YEAST"	FALSE	136
"sp|P10662|RT01_YEAST"	"YEAST"	FALSE	149
"sp|P10663|RT02_YEAST"	"YEAST"	FALSE	78
"sp|P10664|RL4A_YEAST"	"YEAST"	FALSE	170
"sp|P10696|PPBN_HUMAN"	"HUMAN"	FALSE	165
"sp|P10720|PF4V_HUMAN"	"HUMAN"	FALSE	45
"sp|P10721|KIT_HUMAN"	"HUMAN"	FALSE	351
"sp|P10745|RET3_HUMAN"	"HUMAN"	FALSE	296
"sp|P10746|HEM4_HUMAN"	"HUMAN"	FALSE	85
"sp|P10747|CD28_HUMAN"	"HUMAN"	FALSE	71
"sp|P10767|FGF6_HUMAN"	"HUMAN"	FALSE	77
"sp|P10768|ESTD_HUMAN"	"HUMAN"	TRUE	96
"sp|P10805|ENVY_ECOLI"	"ECOLI"	TRUE	86
"sp|P10809|CH60_HUMAN"	"HUMAN"	FALSE	250
"sp|P10823|GPA2_YEAST"	"YEAST"	FALSE	158
"sp|P10826|RARB_HUMAN"	"HUMAN"	FALSE	161
"sp|P10827|THA_HUMAN"	"HUMAN"	FALSE	195
"sp|P10828|THB_HUMAN"	"HUMAN"	FALSE	189
"sp|P10834|PET54_YEAST"	"YEAST"	FALSE	145
"sp|P10849|MTF2_YEAST"	"YEAST"	FALSE	210
"sp|P10862|RAD18_YEAST"	"YEAST"	FALSE	206
"sp|P10863|TIR1_YEAST"	"YEAST"	FALSE	46
"sp|P10869|AK_YEAST"	"YEAST"	FALSE	200
"sp|P10870|SNF3_YEAST"	"YEAST"	FALSE	237
"sp|P10902|NADB_ECOLI"	"ECOLI"	FALSE	180
"sp|P10903|NARK_ECOLI"	"ECOLI"	FALSE	102
"sp|P10905|UGPA_ECOLI"	"ECOLI"	FALSE	53
"sp|P10906|UGPE_ECOLI"	"ECOLI"	TRUE	48
"sp|P10907|UGPC_ECOLI"	"ECOLI"	FALSE	127
"sp|P10908|UGPQ_ECOLI"	"ECOLI"	FALSE	94
"sp|P10909|CLUS_HUMAN"	"HUMAN"	FALSE	185
"sp|P10911|MCF2_HUMAN"	"HUMAN"	FALSE	373
"sp|P10912|GHR_HUMAN"	"HUMAN"	FALSE	170
"sp|P10914|IRF1_HUMAN"	"HUMAN"	FALSE	118
"sp|P10915|HPLN1_HUMAN"	"HUMAN"	FALSE	130
"sp|P10916|MLRV_HUMAN"	"HUMAN"	FALSE	69
"sp|P10961|HSF_YEAST"	"YEAST"	FALSE	269
"sp|P10962|MAK16_YEAST"	"YEAST"	FALSE	153
"sp|P10963|PCKA_YEAST"	"YEAST"	FALSE	181
"sp|P10964|RPA1_YEAST"	"YEAST"	FALSE	697
"sp|P10966|CD8B_HUMAN"	"HUMAN"	FALSE	78
"sp|P10997|IAPP_HUMAN"	"HUMAN"	TRUE	32
"sp|P11021|BIP_HUMAN"	"HUMAN"	FALSE	288
"sp|P11047|LAMC1_HUMAN"	"HUMAN"	FALSE	571
"sp|P11049|CD37_HUMAN"	"HUMAN"	FALSE	80
"sp|P11055|MYH3_HUMAN"	"HUMAN"	FALSE	1023
"sp|P11071|ACEK_ECOLI"	"ECOLI"	FALSE	234
"sp|P11072|LIT_ECOLI"	"ECOLI"	FALSE	91
"sp|P11075|SEC7_YEAST"	"YEAST"	FALSE	698
"sp|P11076|ARF1_YEAST"	"YEAST"	FALSE	71
"sp|P11086|PNMT_HUMAN"	"HUMAN"	FALSE	88
"sp|P11117|PPAL_HUMAN"	"HUMAN"	FALSE	140
"sp|P11137|MTAP2_HUMAN"	"HUMAN"	FALSE	757
"sp|P11142|HSP7C_HUMAN"	"HUMAN"	FALSE	273
"sp|P11150|LIPC_HUMAN"	"HUMAN"	FALSE	168
"sp|P11154|PYC1_YEAST"	"YEAST"	FALSE	445
"sp|P11161|EGR2_HUMAN"	"HUMAN"	FALSE	114
"sp|P11166|GTR1_HUMAN"	"HUMAN"	FALSE	122
"sp|P11168|GTR2_HUMAN"	"HUMAN"	FALSE	118
"sp|P11169|GTR3_HUMAN"	"HUMAN"	FALSE	122
"sp|P11171|EPB41_HUMAN"	"HUMAN"	FALSE	382
"sp|P11172|UMPS_HUMAN"	"HUMAN"	FALSE	183
"sp|P11177|ODPB_HUMAN"	"HUMAN"	FALSE	114
"sp|P11182|ODB2_HUMAN"	"HUMAN"	FALSE	183
"sp|P11215|ITAM_HUMAN"	"HUMAN"	FALSE	378
"sp|P11216|PYGB_HUMAN"	"HUMAN"	FALSE	377
"sp|P11217|PYGM_HUMAN"	"HUMAN"	FALSE	378
"sp|P11226|MBL2_HUMAN"	"HUMAN"	FALSE	89
"sp|P11229|ACM1_HUMAN"	"HUMAN"	FALSE	156
"sp|P11230|ACHB_HUMAN"	"HUMAN"	FALSE	141
"sp|P11233|RALA_HUMAN"	"HUMAN"	FALSE	107
"sp|P11234|RALB_HUMAN"	"HUMAN"	FALSE	112
"sp|P11245|ARY2_HUMAN"	"HUMAN"	FALSE	91
"sp|P11274|BCR_HUMAN"	"HUMAN"	FALSE	537
"sp|P11277|SPTB1_HUMAN"	"HUMAN"	FALSE	943
"sp|P11279|LAMP1_HUMAN"	"HUMAN"	FALSE	126
"sp|P11286|YIAB_ECOLI"	"ECOLI"	TRUE	23
"sp|P11289|YFIL_ECOLI"	"ECOLI"	FALSE	37
"sp|P11290|YIBD_ECOLI"	"ECOLI"	FALSE	153
"sp|P11291|YZCX_ECOLI"	"ECOLI"	TRUE	41
"sp|P11308|ERG_HUMAN"	"HUMAN"	FALSE	159
"sp|P11309|PIM1_HUMAN"	"HUMAN"	FALSE	104
"sp|P11310|ACADM_HUMAN"	"HUMAN"	FALSE	186
"sp|P11325|SYLM_YEAST"	"YEAST"	FALSE	387
"sp|P11349|NARH_ECOLI"	"ECOLI"	FALSE	218
"sp|P11350|NARI_ECOLI"	"ECOLI"	FALSE	60
"sp|P11353|HEM6_YEAST"	"YEAST"	FALSE	128
"sp|P11362|FGFR1_HUMAN"	"HUMAN"	FALSE	268
"sp|P11387|TOP1_HUMAN"	"HUMAN"	FALSE	516
"sp|P11388|TOP2A_HUMAN"	"HUMAN"	FALSE	774
"sp|P11412|G6PD_YEAST"	"YEAST"	FALSE	219
"sp|P11413|G6PD_HUMAN"	"HUMAN"	FALSE	210
"sp|P11433|CDC24_YEAST"	"YEAST"	FALSE	320
"sp|P11441|UBL4A_HUMAN"	"HUMAN"	FALSE	77
"sp|P11446|ARGC_ECOLI"	"ECOLI"	TRUE	66
"sp|P11447|ARLY_ECOLI"	"ECOLI"	FALSE	155
"sp|P11454|ENTF_ECOLI"	"ECOLI"	FALSE	342
"sp|P11458|NADA_ECOLI"	"ECOLI"	FALSE	109
"sp|P11464|PSG1_HUMAN"	"HUMAN"	FALSE	141
"sp|P11465|PSG2_HUMAN"	"HUMAN"	FALSE	91
"sp|P11473|VDR_HUMAN"	"HUMAN"	FALSE	165
"sp|P11474|ERR1_HUMAN"	"HUMAN"	FALSE	160
"sp|P11484|SSB1_YEAST"	"YEAST"	FALSE	250
"sp|P11487|FGF3_HUMAN"	"HUMAN"	FALSE	116
"sp|P11488|GNAT1_HUMAN"	"HUMAN"	FALSE	144
"sp|P11491|PPB_YEAST"	"YEAST"	FALSE	167
"sp|P11498|PYC_HUMAN"	"HUMAN"	FALSE	446
"sp|P11509|CP2A6_HUMAN"	"HUMAN"	FALSE	213
"sp|P11511|CP19A_HUMAN"	"HUMAN"	FALSE	198
"sp|P11532|DMD_HUMAN"	"HUMAN"	FALSE	1680
"sp|P11551|FUCP_ECOLI"	"ECOLI"	FALSE	80
"sp|P11553|FUCK_ECOLI"	"ECOLI"	FALSE	135
"sp|P11557|DAMX_ECOLI"	"ECOLI"	FALSE	142
"sp|P11586|C1TC_HUMAN"	"HUMAN"	FALSE	350
"sp|P11597|CETP_HUMAN"	"HUMAN"	TRUE	135
"sp|P11632|NHP6A_YEAST"	"YEAST"	FALSE	63
"sp|P11633|NHP6B_YEAST"	"YEAST"	FALSE	70
"sp|P11655|SEC12_YEAST"	"YEAST"	FALSE	180
"sp|P11663|FUME_ECOLI"	"ECOLI"	TRUE	39
"sp|P11664|YGGC_ECOLI"	"ECOLI"	FALSE	72
"sp|P11667|ARGO_ECOLI"	"ECOLI"	FALSE	43
"sp|P11678|PERE_HUMAN"	"HUMAN"	FALSE	348
"sp|P11684|UTER_HUMAN"	"HUMAN"	FALSE	27
"sp|P11686|PSPC_HUMAN"	"HUMAN"	FALSE	43
"sp|P11709|BIK1_YEAST"	"YEAST"	FALSE	198
"sp|P11710|FUS1_YEAST"	"YEAST"	FALSE	188
"sp|P11712|CP2C9_HUMAN"	"HUMAN"	FALSE	192
"sp|P11717|MPRI_HUMAN"	"HUMAN"	FALSE	857
"sp|P11745|RNA1_YEAST"	"YEAST"	FALSE	139
"sp|P11746|MCM1_YEAST"	"YEAST"	FALSE	53
"sp|P11747|TAF13_YEAST"	"YEAST"	FALSE	81
"sp|P11766|ADHX_HUMAN"	"HUMAN"	FALSE	133
"sp|P11792|SCH9_YEAST"	"YEAST"	FALSE	238
"sp|P11801|KPSH1_HUMAN"	"HUMAN"	FALSE	222
"sp|P11802|CDK4_HUMAN"	"HUMAN"	FALSE	112
"sp|P11831|SRF_HUMAN"	"HUMAN"	FALSE	106
"sp|P11836|CD20_HUMAN"	"HUMAN"	FALSE	76
"sp|P11844|CRGA_HUMAN"	"HUMAN"	FALSE	76
"sp|P11864|YHAC_ECOLI"	"ECOLI"	FALSE	127
"sp|P11865|YHAB_ECOLI"	"ECOLI"	FALSE	56
"sp|P11866|TDCR_ECOLI"	"ECOLI"	TRUE	20
"sp|P11868|TDCD_ECOLI"	"ECOLI"	FALSE	114
"sp|P11875|SYR_ECOLI"	"ECOLI"	FALSE	228
"sp|P11880|MURF_ECOLI"	"ECOLI"	FALSE	112
"sp|P11908|PRPS2_HUMAN"	"HUMAN"	FALSE	113
"sp|P11912|CD79A_HUMAN"	"HUMAN"	TRUE	45
"sp|P11914|MPPA_YEAST"	"YEAST"	TRUE	161
"sp|P11926|DCOR_HUMAN"	"HUMAN"	FALSE	145
"sp|P11927|KAR1_YEAST"	"YEAST"	FALSE	235
"sp|P11938|RAP1_YEAST"	"YEAST"	FALSE	290
"sp|P11940|PABP1_HUMAN"	"HUMAN"	FALSE	272
"sp|P11972|SST2_YEAST"	"YEAST"	FALSE	281
"sp|P11978|SIR4_YEAST"	"YEAST"	FALSE	652
"sp|P11986|INO1_YEAST"	"YEAST"	FALSE	183
"sp|P11988|BGLB_ECOLI"	"ECOLI"	FALSE	147
"sp|P11989|BGLG_ECOLI"	"ECOLI"	FALSE	109
"sp|P12004|PCNA_HUMAN"	"HUMAN"	FALSE	88
"sp|P12008|AROC_ECOLI"	"ECOLI"	FALSE	137
"sp|P12018|VPREB_HUMAN"	"HUMAN"	FALSE	49
"sp|P12034|FGF5_HUMAN"	"HUMAN"	FALSE	125
"sp|P12035|K2C3_HUMAN"	"HUMAN"	FALSE	215
"sp|P12036|NFH_HUMAN"	"HUMAN"	FALSE	563
"sp|P12074|CX6A1_HUMAN"	"HUMAN"	TRUE	23
"sp|P12081|HARS1_HUMAN"	"HUMAN"	FALSE	263
"sp|P12104|FABPI_HUMAN"	"HUMAN"	FALSE	65
"sp|P12107|COBA1_HUMAN"	"HUMAN"	FALSE	573
"sp|P12109|CO6A1_HUMAN"	"HUMAN"	FALSE	382
"sp|P12110|CO6A2_HUMAN"	"HUMAN"	FALSE	412
"sp|P12111|CO6A3_HUMAN"	"HUMAN"	FALSE	1143
"sp|P12235|ADT1_HUMAN"	"HUMAN"	FALSE	135
"sp|P12236|ADT3_HUMAN"	"HUMAN"	FALSE	136
"sp|P12259|FA5_HUMAN"	"HUMAN"	FALSE	715
"sp|P12268|IMDH2_HUMAN"	"HUMAN"	FALSE	188
"sp|P12270|TPR_HUMAN"	"HUMAN"	FALSE	1087
"sp|P12271|RLBP1_HUMAN"	"HUMAN"	FALSE	120
"sp|P12272|PTHR_HUMAN"	"HUMAN"	FALSE	90
"sp|P12273|PIP_HUMAN"	"HUMAN"	FALSE	57
"sp|P12277|KCRB_HUMAN"	"HUMAN"	FALSE	137
"sp|P12281|MOEA_ECOLI"	"ECOLI"	FALSE	109
"sp|P12282|MOEB_ECOLI"	"ECOLI"	FALSE	69
"sp|P12295|UNG_ECOLI"	"ECOLI"	FALSE	64
"sp|P12314|FCGR1_HUMAN"	"HUMAN"	FALSE	129
"sp|P12318|FCG2A_HUMAN"	"HUMAN"	FALSE	73
"sp|P12319|FCERA_HUMAN"	"HUMAN"	FALSE	72
"sp|P12383|PDR1_YEAST"	"YEAST"	FALSE	388
